Position,Track Name,Artist,Streams,date,region,spotify_id
1,Starboy,The Weeknd,2583,2017-01-01,lt,5aAx2yezTd8zXrkmtKl66Z
2,I Feel It Coming,The Weeknd,2257,2017-01-01,lt,5GXAXm5YOmYT0kL5jHvYBt
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1972,2017-01-01,lt,3NdDpSvN911VPGivFlV5d0
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1961,2017-01-01,lt,5knuzwU65gJK7IF5yJsuaW
5,Closer,The Chainsmokers,1944,2017-01-01,lt,7BKLCZ1jbUBVqRi2FVlTVw
6,Don't Wanna Know,Maroon 5,1795,2017-01-01,lt,5MFzQMkrl1FOOng9tq6R9r
7,Call On Me - Ryan Riback Extended Remix,Starley,1731,2017-01-01,lt,78rIJddV4X0HkNAInEcYde
8,Let Me Love You,DJ Snake,1710,2017-01-01,lt,4pdPtRcBmOSQDlJ3Fk945m
9,Black Beatles,Rae Sremmurd,1474,2017-01-01,lt,6fujklziTHa8uoM5OQSfIo
10,One Dance,Drake,1414,2017-01-01,lt,1xznGGDReH1oQq0xzbwXa3
11,Just Hold On,Steve Aoki,1387,2017-01-01,lt,3EmmCZoqpWOTY1g2GBwJoR
12,Fake Love,Drake,1378,2017-01-01,lt,343YBumqHu19cGoGARUTsd
13,Say You Won't Let Go,James Arthur,1359,2017-01-01,lt,5uCax9HTNlzGybIStD3vDh
14,All We Know,The Chainsmokers,1270,2017-01-01,lt,2rizacJSyD9S1IQUxUxnsK
15,All Night,The Vamps,1269,2017-01-01,lt,4b4KcovePX8Ke2cLIQTLM0
16,Tuesday,Burak Yeter,1252,2017-01-01,lt,7abpmGpF7PGep2rDU68GBR
17,Alone,Alan Walker,1180,2017-01-01,lt,0JiVRyTJcJnmlwCZ854K4p
18,Starving,Hailee Steinfeld,1179,2017-01-01,lt,1qOLh0tI7trd1zdDKxYZTe
19,Now and Later,Sage The Gemini,1170,2017-01-01,lt,08WPvDEsHvTFuB9w8tC2OS
20,In the Name of Love,Martin Garrix,1135,2017-01-01,lt,04DwTuZ2VBdJCCC5TROn7L
21,Hear Me Now,Alok,1120,2017-01-01,lt,1a5Yu5L18qNxVhXx38njON
22,Bad Things (with Camila Cabello),Machine Gun Kelly,1097,2017-01-01,lt,1PSBzsahR2AKwLJgx8ehBj
23,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1088,2017-01-01,lt,6JV2JOEocMgcZxYSZelKcc
24,Love Me Now,John Legend,1071,2017-01-01,lt,6nxQdXa1uAL0rY72wPZu89
25,By Your Side,Jonas Blue,1024,2017-01-01,lt,1D3ODoXHBLpdxolZRHWV1j
26,My Way,Calvin Harris,1020,2017-01-01,lt,1vvNmPOiUuyCbgWmtc6yfm
27,Sunset Lover,Petit Biscuit,1020,2017-01-01,lt,0hNduWmlWmEmuwEFcYvRu1
28,The Mack,Nevada,1017,2017-01-01,lt,7aV2mflaASUmGhCErm7kBO
29,24K Magic,Bruno Mars,1012,2017-01-01,lt,6b8Be6ljOzmkOmFslEb23P
1,Starboy,The Weeknd,3263,2017-01-02,lt,5aAx2yezTd8zXrkmtKl66Z
2,I Feel It Coming,The Weeknd,2882,2017-01-02,lt,5GXAXm5YOmYT0kL5jHvYBt
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2727,2017-01-02,lt,3NdDpSvN911VPGivFlV5d0
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2556,2017-01-02,lt,5knuzwU65gJK7IF5yJsuaW
5,Call On Me - Ryan Riback Extended Remix,Starley,2286,2017-01-02,lt,78rIJddV4X0HkNAInEcYde
6,Closer,The Chainsmokers,2280,2017-01-02,lt,7BKLCZ1jbUBVqRi2FVlTVw
7,Don't Wanna Know,Maroon 5,2249,2017-01-02,lt,5MFzQMkrl1FOOng9tq6R9r
8,Let Me Love You,DJ Snake,2156,2017-01-02,lt,4pdPtRcBmOSQDlJ3Fk945m
9,Just Hold On,Steve Aoki,1943,2017-01-02,lt,3EmmCZoqpWOTY1g2GBwJoR
10,Say You Won't Let Go,James Arthur,1864,2017-01-02,lt,5uCax9HTNlzGybIStD3vDh
11,Fake Love,Drake,1740,2017-01-02,lt,343YBumqHu19cGoGARUTsd
12,All We Know,The Chainsmokers,1678,2017-01-02,lt,2rizacJSyD9S1IQUxUxnsK
13,All Night,The Vamps,1675,2017-01-02,lt,4b4KcovePX8Ke2cLIQTLM0
14,Starving,Hailee Steinfeld,1620,2017-01-02,lt,1qOLh0tI7trd1zdDKxYZTe
15,Hear Me Now,Alok,1612,2017-01-02,lt,1a5Yu5L18qNxVhXx38njON
16,Black Beatles,Rae Sremmurd,1590,2017-01-02,lt,6fujklziTHa8uoM5OQSfIo
17,Now and Later,Sage The Gemini,1525,2017-01-02,lt,08WPvDEsHvTFuB9w8tC2OS
18,In the Name of Love,Martin Garrix,1516,2017-01-02,lt,04DwTuZ2VBdJCCC5TROn7L
19,One Dance,Drake,1512,2017-01-02,lt,1xznGGDReH1oQq0xzbwXa3
20,Bad Things (with Camila Cabello),Machine Gun Kelly,1512,2017-01-02,lt,1PSBzsahR2AKwLJgx8ehBj
21,Love Me Now,John Legend,1494,2017-01-02,lt,6nxQdXa1uAL0rY72wPZu89
22,Tuesday,Burak Yeter,1462,2017-01-02,lt,7abpmGpF7PGep2rDU68GBR
23,By Your Side,Jonas Blue,1403,2017-01-02,lt,1D3ODoXHBLpdxolZRHWV1j
24,Sunset Lover,Petit Biscuit,1337,2017-01-02,lt,0hNduWmlWmEmuwEFcYvRu1
25,The Mack,Nevada,1335,2017-01-02,lt,7aV2mflaASUmGhCErm7kBO
26,Shed a Light,Robin Schulz,1319,2017-01-02,lt,1cG0umU5TKStygKsPFZ9pY
27,Chantaje (feat. Maluma),Shakira,1311,2017-01-02,lt,6mICuAdrwEjh6Y6lroV2Kg
28,Weak,AJR,1280,2017-01-02,lt,3E2Zh20GDCR9B1EYjfXWyv
29,Mercy,Shawn Mendes,1277,2017-01-02,lt,4TZy1wLyHec06pwgFYDh1a
30,I Would Like,Zara Larsson,1268,2017-01-02,lt,4Q4jmPHwu0wrJvqrld0FQ6
31,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1267,2017-01-02,lt,2wDjpPW3HZdA9quPPmZAMu
32,Heathens,Twenty One Pilots,1257,2017-01-02,lt,6i0V12jOa3mr6uu4WYhUBr
33,My Way,Calvin Harris,1242,2017-01-02,lt,1vvNmPOiUuyCbgWmtc6yfm
34,Alone,Alan Walker,1224,2017-01-02,lt,0JiVRyTJcJnmlwCZ854K4p
35,Scars To Your Beautiful,Alessia Cara,1199,2017-01-02,lt,0prNGof3XqfTvNDxHonvdK
36,"How Far I'll Go - From ""Moana""",Alessia Cara,1192,2017-01-02,lt,5hYTyyh2odQKphUbMqc5gN
37,Side To Side,Ariana Grande,1184,2017-01-02,lt,4pLwZjInHj3SimIyN9SnOz
38,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1159,2017-01-02,lt,40UroIGvsMPLPBYwH8rMNA
39,24K Magic,Bruno Mars,1158,2017-01-02,lt,6b8Be6ljOzmkOmFslEb23P
40,All Time Low,Jon Bellion,1137,2017-01-02,lt,1CnPYaKxTVb4LWOtiGOm0m
41,Lot to Learn,Luke Christopher,1131,2017-01-02,lt,2HzfRSfCogBSsgW2CckVA2
42,Solo Dance,Martin Jensen,1115,2017-01-02,lt,6HUnnBwYZqcED1eQztxMBN
43,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1109,2017-01-02,lt,6DNtNfH8hXkqOX1sjqmI7p
44,Make Me (Cry),Noah Cyrus,1106,2017-01-02,lt,2BrzlUj1u1CtvaJDGIKpsP
45,Dynamite (feat. Pretty Sister),Nause,1085,2017-01-02,lt,2Ae5awwKvQpTBKQHr1TYCg
46,Cheap Thrills,Sia,1080,2017-01-02,lt,27SdWb2rFzO6GWiYDBTD9j
47,I Got You,Bebe Rexha,1033,2017-01-02,lt,1FUViuNSldssMIawrOXF2i
48,Lighthouse - Andrelli Remix,Hearts & Colors,1023,2017-01-02,lt,04CttTezSnv71USiiG9mIo
49,Taped up Heart (feat. Clara Mae),KREAM,1014,2017-01-02,lt,26hcyzSE154xMZCbFdtInA
50,Not Going Home,DVBBS,1001,2017-01-02,lt,042x9bsUBWW2fJgJ6fUh61
1,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3328,2017-01-03,lt,3NdDpSvN911VPGivFlV5d0
2,Starboy,The Weeknd,3248,2017-01-03,lt,5aAx2yezTd8zXrkmtKl66Z
3,I Feel It Coming,The Weeknd,2880,2017-01-03,lt,5GXAXm5YOmYT0kL5jHvYBt
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2560,2017-01-03,lt,5knuzwU65gJK7IF5yJsuaW
5,Closer,The Chainsmokers,2408,2017-01-03,lt,7BKLCZ1jbUBVqRi2FVlTVw
6,Call On Me - Ryan Riback Extended Remix,Starley,2385,2017-01-03,lt,78rIJddV4X0HkNAInEcYde
7,Don't Wanna Know,Maroon 5,2290,2017-01-03,lt,5MFzQMkrl1FOOng9tq6R9r
8,Just Hold On,Steve Aoki,2113,2017-01-03,lt,3EmmCZoqpWOTY1g2GBwJoR
9,Let Me Love You,DJ Snake,2108,2017-01-03,lt,4pdPtRcBmOSQDlJ3Fk945m
10,Say You Won't Let Go,James Arthur,2001,2017-01-03,lt,5uCax9HTNlzGybIStD3vDh
11,All Night,The Vamps,1933,2017-01-03,lt,4b4KcovePX8Ke2cLIQTLM0
12,Fake Love,Drake,1790,2017-01-03,lt,343YBumqHu19cGoGARUTsd
13,Bad Things (with Camila Cabello),Machine Gun Kelly,1782,2017-01-03,lt,1PSBzsahR2AKwLJgx8ehBj
14,Love Me Now,John Legend,1755,2017-01-03,lt,6nxQdXa1uAL0rY72wPZu89
15,Hear Me Now,Alok,1733,2017-01-03,lt,1a5Yu5L18qNxVhXx38njON
16,All We Know,The Chainsmokers,1728,2017-01-03,lt,2rizacJSyD9S1IQUxUxnsK
17,Starving,Hailee Steinfeld,1705,2017-01-03,lt,1qOLh0tI7trd1zdDKxYZTe
18,Now and Later,Sage The Gemini,1603,2017-01-03,lt,08WPvDEsHvTFuB9w8tC2OS
19,In the Name of Love,Martin Garrix,1602,2017-01-03,lt,04DwTuZ2VBdJCCC5TROn7L
20,Black Beatles,Rae Sremmurd,1534,2017-01-03,lt,6fujklziTHa8uoM5OQSfIo
21,"How Far I'll Go - From ""Moana""",Alessia Cara,1526,2017-01-03,lt,5hYTyyh2odQKphUbMqc5gN
22,I Would Like,Zara Larsson,1522,2017-01-03,lt,4Q4jmPHwu0wrJvqrld0FQ6
23,Shed a Light,Robin Schulz,1483,2017-01-03,lt,1cG0umU5TKStygKsPFZ9pY
24,Tuesday,Burak Yeter,1477,2017-01-03,lt,7abpmGpF7PGep2rDU68GBR
25,The Mack,Nevada,1467,2017-01-03,lt,7aV2mflaASUmGhCErm7kBO
26,By Your Side,Jonas Blue,1463,2017-01-03,lt,1D3ODoXHBLpdxolZRHWV1j
27,Sunset Lover,Petit Biscuit,1439,2017-01-03,lt,0hNduWmlWmEmuwEFcYvRu1
28,All Time Low,Jon Bellion,1428,2017-01-03,lt,1CnPYaKxTVb4LWOtiGOm0m
29,Weak,AJR,1426,2017-01-03,lt,3E2Zh20GDCR9B1EYjfXWyv
30,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1371,2017-01-03,lt,40UroIGvsMPLPBYwH8rMNA
31,Mercy,Shawn Mendes,1367,2017-01-03,lt,4TZy1wLyHec06pwgFYDh1a
32,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1362,2017-01-03,lt,2wDjpPW3HZdA9quPPmZAMu
33,Chantaje (feat. Maluma),Shakira,1354,2017-01-03,lt,6mICuAdrwEjh6Y6lroV2Kg
34,One Dance,Drake,1341,2017-01-03,lt,1xznGGDReH1oQq0xzbwXa3
35,Lot to Learn,Luke Christopher,1281,2017-01-03,lt,2HzfRSfCogBSsgW2CckVA2
36,Scars To Your Beautiful,Alessia Cara,1268,2017-01-03,lt,0prNGof3XqfTvNDxHonvdK
37,Lighthouse - Andrelli Remix,Hearts & Colors,1259,2017-01-03,lt,04CttTezSnv71USiiG9mIo
38,Alone,Alan Walker,1239,2017-01-03,lt,0JiVRyTJcJnmlwCZ854K4p
39,My Way,Calvin Harris,1237,2017-01-03,lt,1vvNmPOiUuyCbgWmtc6yfm
40,Solo Dance,Martin Jensen,1236,2017-01-03,lt,6HUnnBwYZqcED1eQztxMBN
41,Dynamite (feat. Pretty Sister),Nause,1204,2017-01-03,lt,2Ae5awwKvQpTBKQHr1TYCg
42,Make Me (Cry),Noah Cyrus,1155,2017-01-03,lt,2BrzlUj1u1CtvaJDGIKpsP
43,Side To Side,Ariana Grande,1152,2017-01-03,lt,4pLwZjInHj3SimIyN9SnOz
44,I Got You,Bebe Rexha,1152,2017-01-03,lt,1FUViuNSldssMIawrOXF2i
45,Heathens,Twenty One Pilots,1149,2017-01-03,lt,6i0V12jOa3mr6uu4WYhUBr
46,Light,San Holo,1145,2017-01-03,lt,7zTx8ePYAmPFQuxP3xlXZn
47,24K Magic,Bruno Mars,1140,2017-01-03,lt,6b8Be6ljOzmkOmFslEb23P
48,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1121,2017-01-03,lt,6DNtNfH8hXkqOX1sjqmI7p
49,Not Going Home,DVBBS,1078,2017-01-03,lt,042x9bsUBWW2fJgJ6fUh61
50,Some Kind Of Drug,G-Eazy,1059,2017-01-03,lt,1Bqxj0aH5KewYHKUg1IdrF
51,Taped up Heart (feat. Clara Mae),KREAM,1051,2017-01-03,lt,26hcyzSE154xMZCbFdtInA
52,Setting Fires,The Chainsmokers,1029,2017-01-03,lt,0B8B8cVRFIG1yznoQe7c9s
53,Cheap Thrills,Sia,1013,2017-01-03,lt,27SdWb2rFzO6GWiYDBTD9j
54,Miss You,James Hersey,1013,2017-01-03,lt,7of1slAJIWrXxP8ikAHxje
1,Starboy,The Weeknd,3447,2017-01-04,lt,5aAx2yezTd8zXrkmtKl66Z
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3212,2017-01-04,lt,3NdDpSvN911VPGivFlV5d0
3,I Feel It Coming,The Weeknd,3101,2017-01-04,lt,5GXAXm5YOmYT0kL5jHvYBt
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2609,2017-01-04,lt,5knuzwU65gJK7IF5yJsuaW
5,Closer,The Chainsmokers,2453,2017-01-04,lt,7BKLCZ1jbUBVqRi2FVlTVw
6,Call On Me - Ryan Riback Extended Remix,Starley,2345,2017-01-04,lt,78rIJddV4X0HkNAInEcYde
7,Don't Wanna Know,Maroon 5,2176,2017-01-04,lt,5MFzQMkrl1FOOng9tq6R9r
8,Let Me Love You,DJ Snake,2172,2017-01-04,lt,4pdPtRcBmOSQDlJ3Fk945m
9,Say You Won't Let Go,James Arthur,1956,2017-01-04,lt,5uCax9HTNlzGybIStD3vDh
10,Fake Love,Drake,1943,2017-01-04,lt,343YBumqHu19cGoGARUTsd
11,Just Hold On,Steve Aoki,1910,2017-01-04,lt,3EmmCZoqpWOTY1g2GBwJoR
12,All We Know,The Chainsmokers,1892,2017-01-04,lt,2rizacJSyD9S1IQUxUxnsK
13,All Night,The Vamps,1802,2017-01-04,lt,4b4KcovePX8Ke2cLIQTLM0
14,Starving,Hailee Steinfeld,1779,2017-01-04,lt,1qOLh0tI7trd1zdDKxYZTe
15,Black Beatles,Rae Sremmurd,1763,2017-01-04,lt,6fujklziTHa8uoM5OQSfIo
16,In the Name of Love,Martin Garrix,1696,2017-01-04,lt,04DwTuZ2VBdJCCC5TROn7L
17,Hear Me Now,Alok,1677,2017-01-04,lt,1a5Yu5L18qNxVhXx38njON
18,Tuesday,Burak Yeter,1675,2017-01-04,lt,7abpmGpF7PGep2rDU68GBR
19,Love Me Now,John Legend,1667,2017-01-04,lt,6nxQdXa1uAL0rY72wPZu89
20,Bad Things (with Camila Cabello),Machine Gun Kelly,1633,2017-01-04,lt,1PSBzsahR2AKwLJgx8ehBj
21,Shed a Light,Robin Schulz,1532,2017-01-04,lt,1cG0umU5TKStygKsPFZ9pY
22,Now and Later,Sage The Gemini,1531,2017-01-04,lt,08WPvDEsHvTFuB9w8tC2OS
23,One Dance,Drake,1529,2017-01-04,lt,1xznGGDReH1oQq0xzbwXa3
24,The Mack,Nevada,1518,2017-01-04,lt,7aV2mflaASUmGhCErm7kBO
25,Sunset Lover,Petit Biscuit,1505,2017-01-04,lt,0hNduWmlWmEmuwEFcYvRu1
26,By Your Side,Jonas Blue,1483,2017-01-04,lt,1D3ODoXHBLpdxolZRHWV1j
27,I Would Like,Zara Larsson,1457,2017-01-04,lt,4Q4jmPHwu0wrJvqrld0FQ6
28,Chantaje (feat. Maluma),Shakira,1398,2017-01-04,lt,6mICuAdrwEjh6Y6lroV2Kg
29,Weak,AJR,1355,2017-01-04,lt,3E2Zh20GDCR9B1EYjfXWyv
30,"How Far I'll Go - From ""Moana""",Alessia Cara,1331,2017-01-04,lt,5hYTyyh2odQKphUbMqc5gN
31,Mercy,Shawn Mendes,1309,2017-01-04,lt,4TZy1wLyHec06pwgFYDh1a
32,My Way,Calvin Harris,1269,2017-01-04,lt,1vvNmPOiUuyCbgWmtc6yfm
33,Alone,Alan Walker,1266,2017-01-04,lt,0JiVRyTJcJnmlwCZ854K4p
34,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1263,2017-01-04,lt,2wDjpPW3HZdA9quPPmZAMu
35,All Time Low,Jon Bellion,1262,2017-01-04,lt,1CnPYaKxTVb4LWOtiGOm0m
36,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1256,2017-01-04,lt,40UroIGvsMPLPBYwH8rMNA
37,24K Magic,Bruno Mars,1229,2017-01-04,lt,6b8Be6ljOzmkOmFslEb23P
38,Scars To Your Beautiful,Alessia Cara,1218,2017-01-04,lt,0prNGof3XqfTvNDxHonvdK
39,Heathens,Twenty One Pilots,1207,2017-01-04,lt,6i0V12jOa3mr6uu4WYhUBr
40,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1188,2017-01-04,lt,6DNtNfH8hXkqOX1sjqmI7p
41,Dynamite (feat. Pretty Sister),Nause,1173,2017-01-04,lt,2Ae5awwKvQpTBKQHr1TYCg
42,Solo Dance,Martin Jensen,1158,2017-01-04,lt,6HUnnBwYZqcED1eQztxMBN
43,Side To Side,Ariana Grande,1150,2017-01-04,lt,4pLwZjInHj3SimIyN9SnOz
44,Light,San Holo,1145,2017-01-04,lt,7zTx8ePYAmPFQuxP3xlXZn
45,Lot to Learn,Luke Christopher,1112,2017-01-04,lt,2HzfRSfCogBSsgW2CckVA2
46,I Got You,Bebe Rexha,1109,2017-01-04,lt,1FUViuNSldssMIawrOXF2i
47,Make Me (Cry),Noah Cyrus,1079,2017-01-04,lt,2BrzlUj1u1CtvaJDGIKpsP
48,Lighthouse - Andrelli Remix,Hearts & Colors,1073,2017-01-04,lt,04CttTezSnv71USiiG9mIo
49,Not Going Home,DVBBS,1042,2017-01-04,lt,042x9bsUBWW2fJgJ6fUh61
50,Cheap Thrills,Sia,1003,2017-01-04,lt,27SdWb2rFzO6GWiYDBTD9j
1,Starboy,The Weeknd,3292,2017-01-05,lt,5aAx2yezTd8zXrkmtKl66Z
2,I Feel It Coming,The Weeknd,3130,2017-01-05,lt,5GXAXm5YOmYT0kL5jHvYBt
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3112,2017-01-05,lt,3NdDpSvN911VPGivFlV5d0
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2487,2017-01-05,lt,5knuzwU65gJK7IF5yJsuaW
5,Call On Me - Ryan Riback Extended Remix,Starley,2320,2017-01-05,lt,78rIJddV4X0HkNAInEcYde
6,Closer,The Chainsmokers,2281,2017-01-05,lt,7BKLCZ1jbUBVqRi2FVlTVw
7,Don't Wanna Know,Maroon 5,2207,2017-01-05,lt,5MFzQMkrl1FOOng9tq6R9r
8,Let Me Love You,DJ Snake,2144,2017-01-05,lt,4pdPtRcBmOSQDlJ3Fk945m
9,Fake Love,Drake,1910,2017-01-05,lt,343YBumqHu19cGoGARUTsd
10,Say You Won't Let Go,James Arthur,1861,2017-01-05,lt,5uCax9HTNlzGybIStD3vDh
11,Just Hold On,Steve Aoki,1815,2017-01-05,lt,3EmmCZoqpWOTY1g2GBwJoR
12,All Night,The Vamps,1780,2017-01-05,lt,1yNyoWWWikbLhwIGWjZuDW
13,All We Know,The Chainsmokers,1688,2017-01-05,lt,2rizacJSyD9S1IQUxUxnsK
14,Hear Me Now,Alok,1663,2017-01-05,lt,1a5Yu5L18qNxVhXx38njON
15,In the Name of Love,Martin Garrix,1647,2017-01-05,lt,04DwTuZ2VBdJCCC5TROn7L
16,Black Beatles,Rae Sremmurd,1613,2017-01-05,lt,6fujklziTHa8uoM5OQSfIo
17,Love Me Now,John Legend,1591,2017-01-05,lt,6nxQdXa1uAL0rY72wPZu89
18,Bad Things (with Camila Cabello),Machine Gun Kelly,1525,2017-01-05,lt,1PSBzsahR2AKwLJgx8ehBj
19,Now and Later,Sage The Gemini,1502,2017-01-05,lt,43jBqV3j3Xi1g6wO0bhIMd
20,One Dance,Drake,1480,2017-01-05,lt,1xznGGDReH1oQq0xzbwXa3
21,Sunset Lover,Petit Biscuit,1443,2017-01-05,lt,0hNduWmlWmEmuwEFcYvRu1
22,Shed a Light,Robin Schulz,1433,2017-01-05,lt,1cG0umU5TKStygKsPFZ9pY
23,By Your Side,Jonas Blue,1391,2017-01-05,lt,1D3ODoXHBLpdxolZRHWV1j
24,Chantaje (feat. Maluma),Shakira,1389,2017-01-05,lt,6mICuAdrwEjh6Y6lroV2Kg
25,Starving,Hailee Steinfeld,1381,2017-01-05,lt,1qOLh0tI7trd1zdDKxYZTe
26,I Would Like,Zara Larsson,1379,2017-01-05,lt,4Q4jmPHwu0wrJvqrld0FQ6
27,The Mack,Nevada,1375,2017-01-05,lt,7aV2mflaASUmGhCErm7kBO
28,"How Far I'll Go - From ""Moana""",Alessia Cara,1375,2017-01-05,lt,5hYTyyh2odQKphUbMqc5gN
29,Weak,AJR,1339,2017-01-05,lt,3E2Zh20GDCR9B1EYjfXWyv
30,Alone,Alan Walker,1322,2017-01-05,lt,0JiVRyTJcJnmlwCZ854K4p
31,Mercy,Shawn Mendes,1313,2017-01-05,lt,4TZy1wLyHec06pwgFYDh1a
32,My Way,Calvin Harris,1312,2017-01-05,lt,1vvNmPOiUuyCbgWmtc6yfm
33,Tuesday,Burak Yeter,1300,2017-01-05,lt,7abpmGpF7PGep2rDU68GBR
34,All Time Low,Jon Bellion,1285,2017-01-05,lt,1CnPYaKxTVb4LWOtiGOm0m
35,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1245,2017-01-05,lt,40UroIGvsMPLPBYwH8rMNA
36,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1224,2017-01-05,lt,2wDjpPW3HZdA9quPPmZAMu
37,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1223,2017-01-05,lt,6DNtNfH8hXkqOX1sjqmI7p
38,Scars To Your Beautiful,Alessia Cara,1218,2017-01-05,lt,0prNGof3XqfTvNDxHonvdK
39,24K Magic,Bruno Mars,1213,2017-01-05,lt,6b8Be6ljOzmkOmFslEb23P
40,Solo Dance,Martin Jensen,1186,2017-01-05,lt,6HUnnBwYZqcED1eQztxMBN
41,Heathens,Twenty One Pilots,1176,2017-01-05,lt,6i0V12jOa3mr6uu4WYhUBr
42,Side To Side,Ariana Grande,1173,2017-01-05,lt,4pLwZjInHj3SimIyN9SnOz
43,Not Going Home,DVBBS,1095,2017-01-05,lt,042x9bsUBWW2fJgJ6fUh61
44,Lighthouse - Andrelli Remix,Hearts & Colors,1093,2017-01-05,lt,04CttTezSnv71USiiG9mIo
45,Lot to Learn,Luke Christopher,1071,2017-01-05,lt,3TRFq09DUgYj1mug6RRqJW
46,Dynamite (feat. Pretty Sister),Nause,1063,2017-01-05,lt,2Ae5awwKvQpTBKQHr1TYCg
47,Make Me (Cry),Noah Cyrus,1048,2017-01-05,lt,2BrzlUj1u1CtvaJDGIKpsP
48,Cheap Thrills,Sia,1035,2017-01-05,lt,27SdWb2rFzO6GWiYDBTD9j
49,Light,San Holo,1027,2017-01-05,lt,7zTx8ePYAmPFQuxP3xlXZn
1,Shape of You,Ed Sheeran,6731,2017-01-06,lt,7qiZfU4dY1lWllzX7mPBI3
2,Castle on the Hill,Ed Sheeran,5085,2017-01-06,lt,6PCUP3dWmTjcTtXY02oFdT
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3144,2017-01-06,lt,3NdDpSvN911VPGivFlV5d0
4,Starboy,The Weeknd,3121,2017-01-06,lt,5aAx2yezTd8zXrkmtKl66Z
5,I Feel It Coming,The Weeknd,2953,2017-01-06,lt,5GXAXm5YOmYT0kL5jHvYBt
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2591,2017-01-06,lt,5knuzwU65gJK7IF5yJsuaW
7,Call On Me - Ryan Riback Extended Remix,Starley,2381,2017-01-06,lt,78rIJddV4X0HkNAInEcYde
8,Don't Wanna Know,Maroon 5,2089,2017-01-06,lt,5MFzQMkrl1FOOng9tq6R9r
9,Closer,The Chainsmokers,2020,2017-01-06,lt,7BKLCZ1jbUBVqRi2FVlTVw
10,Let Me Love You,DJ Snake,1817,2017-01-06,lt,4pdPtRcBmOSQDlJ3Fk945m
11,Say You Won't Let Go,James Arthur,1738,2017-01-06,lt,5uCax9HTNlzGybIStD3vDh
12,Just Hold On,Steve Aoki,1730,2017-01-06,lt,3EmmCZoqpWOTY1g2GBwJoR
13,Fake Love,Drake,1719,2017-01-06,lt,343YBumqHu19cGoGARUTsd
14,All We Know,The Chainsmokers,1712,2017-01-06,lt,2rizacJSyD9S1IQUxUxnsK
15,Black Beatles,Rae Sremmurd,1684,2017-01-06,lt,6fujklziTHa8uoM5OQSfIo
16,All Night,The Vamps,1622,2017-01-06,lt,1yNyoWWWikbLhwIGWjZuDW
17,Hear Me Now,Alok,1563,2017-01-06,lt,1a5Yu5L18qNxVhXx38njON
18,Bad Things (with Camila Cabello),Machine Gun Kelly,1537,2017-01-06,lt,1PSBzsahR2AKwLJgx8ehBj
19,Now and Later,Sage The Gemini,1447,2017-01-06,lt,43jBqV3j3Xi1g6wO0bhIMd
20,In the Name of Love,Martin Garrix,1445,2017-01-06,lt,04DwTuZ2VBdJCCC5TROn7L
21,Tuesday,Burak Yeter,1429,2017-01-06,lt,7abpmGpF7PGep2rDU68GBR
22,Love Me Now,John Legend,1401,2017-01-06,lt,6nxQdXa1uAL0rY72wPZu89
23,Alone,Alan Walker,1366,2017-01-06,lt,0JiVRyTJcJnmlwCZ854K4p
24,One Dance,Drake,1323,2017-01-06,lt,1xznGGDReH1oQq0xzbwXa3
25,"How Far I'll Go - From ""Moana""",Alessia Cara,1319,2017-01-06,lt,5hYTyyh2odQKphUbMqc5gN
26,Shed a Light,Robin Schulz,1318,2017-01-06,lt,1cG0umU5TKStygKsPFZ9pY
